pn_id.id;rfq_create_date;part_number;rfq_company;position_quantity
6C19F2E4;17.08.2023;503274-415;Aport;10
F3CB5B81;17.08.2023;8061-536;Aport;3
4EF85775;17.08.2023;DV8456701-5;Aport;3
CE0333D6;18.08.2023;QA07995;Win;1
CE0333D6;18.08.2023;QA07995;Win;1
CE0333D6;18.08.2023;QA07995;Win;1
485B4AB7;18.08.2023;3505945-12;Win;1
485B4AB7;18.08.2023;3505945-12;Win;1
82953483;18.08.2023;3505945-9;Win;1
485B4AB7;18.08.2023;3505945-12;Win;1
485B4AB7;18.08.2023;3505945-12;Win;1
485B4AB7;18.08.2023;3505945-12;Win;1
82953483;18.08.2023;3505945-10;Win;1
485B4AB7;18.08.2023;3505945-12;Win;1
82953483;18.08.2023;3505945-11;Win;1
485B4AB7;18.08.2023;3505945-12;Win;1
DC728BAE;18.08.2023;DK120/90;Win;2
38549288;18.08.2023;5E2675-15;BR;1
C8516FD1;18.08.2023;MA30A1017;BR;1
B31CA621;18.08.2023;472266-01;Azr;4
B31CA621;19.08.2023;472266-01;Azr;4
00E6F522;20.08.2023;P4-01-0021;BTC;1
8964918B;21.08.2023;902020-01;Win;2
4E596DC2;21.08.2023;266E5542-00;Win;2
06C5631E;21.08.2023;21C1-3-21;Win;1
5E1855AE;21.08.2023;78169-04;Win;1
2DB2B893;21.08.2023;E709-01-100;Azr;2
2DB2B893;21.08.2023;E709-01-001;Azr;2
93DB4D5F;21.08.2023;161W2160-3;Aport;4
792400EA;21.08.2023;3888058-7;ALR;2
25B26F16;21.08.2023;4101054;ALR;1
25B26F16;21.08.2023;4101054;ALR;1
62066597;21.08.2023;1-899-29;ALR;1
62066597;21.08.2023;1-899-29;ALR;1
62066597;21.08.2023;1-899-29;ALR;1
2CBB2868;22.08.2023;822-5404-001;Win;1
8BCD1CA3;22.08.2023;849589;Win;1
24840B6E;22.08.2023;155012-73-20;Win;1
CA03F99E;22.08.2023;35EN24-4;Utah;2
2DB2B893;22.08.2023;E709-01-001;Utah;2
49587BD1;22.08.2023;158300-101;Utah;3
433AA773;22.08.2023;MS24665-134;Tupak-T;48
7552A968;22.08.2023;MS24665-304;Tupak-T;8
536BD2AA;22.08.2023;MS24665-302;Tupak-T;32
FBFBD36C;22.08.2023;MS24665-153;Tupak-T;32
3DA521C7;22.08.2023;4082730-901;Aport;2
3DA521C7;22.08.2023;4082730-901;Aport;2
19FE9509;22.08.2023;4082730-911;Aport;2
3DA521C7;22.08.2023;4082730-901;Aport;2
93DB4D5F;22.08.2023;161W2160-3;Aport;2
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
06C5631E;22.08.2023;21C1-3-21;ALR;1
1FF1CF73;23.08.2023;9008000-10000;Yaka;1
1FF1CF73;23.08.2023;9008000-10000;Yaka;1
CBC140B2;23.08.2023;398908-5;Win;3
BB87F0A7;23.08.2023;R1040900-004;Win;2
73097ED5;23.08.2023;146A8342-8;ALR;2
6E182DAA;24.08.2023;45-0351-3;Win;1
792400EA;24.08.2023;3888058-5;Win;1
66E13168;24.08.2023;1173T11-1;Win;1
B11E1873;24.08.2023;996-0013;Tupak-T;2
433AA773;24.08.2023;MS24665-134;Tupak-T;20
FBFBD36C;24.08.2023;MS24665-153;Tupak-T;36
85B38DAE;24.08.2023;147240-1;Tupak-T;1
433AA773;24.08.2023;MS24665-134;Tupak-T;8
08F85C3A;24.08.2023;G7404-124;BR;1
787EE91B;24.08.2023;72500410-2;Aport;1
E60A6584;24.08.2023;72500410-1;Aport;1
D7F371CC;24.08.2023;9700-G2A-BF10A;Aport;7
9B6795CF;24.08.2023;024147-000;Aport;3
D500ED22;24.08.2023;1151072-2;Aport;2
A2A01BF8;25.08.2023;5-89355-87;Win;5
40F98E2C;25.08.2023;6355C0001-01;Aport;4
40F98E2C;25.08.2023;6355C0001-02;Aport;4
57E519AD;25.08.2023;D3617123000000;Aport;10
FCCB656C;25.08.2023;D5348015900600;Aport;4
362120EF;25.08.2023;D2557044500400;Aport;16
29CB0C1E;25.08.2023;D2557215702800;Aport;14
1C3E0EF2;28.08.2023;2206400-2;Yaka;2
FA58EF41;28.08.2023;116A8521-16;Yaka;1
752E0658;28.08.2023;A3-1080;Yaka;1
1C3E0EF2;28.08.2023;2206400-2;Yaka;2
FA58EF41;28.08.2023;116A8521-16;Yaka;1
FA58EF41;28.08.2023;116A8521-16;Yaka;1
FA58EF41;28.08.2023;116A8521-16;Yaka;1
FA58EF41;28.08.2023;116A8521-16;Yaka;1
FA58EF41;28.08.2023;116A8521-16;Yaka;1
FA58EF41;28.08.2023;116A8521-16;Yaka;1
FA58EF41;28.08.2023;116A8521-16;Yaka;1
FA58EF41;28.08.2023;116A8521-16;Yaka;1
752E0658;28.08.2023;A3-1080;Yaka;1
27181B66;28.08.2023;645405-1;Win;1
13305DE3;28.08.2023;51090414-1;Win;1
4161D884;28.08.2023;170-14461-990;Siba;3
1E841693;28.08.2023;APS06010;Azr;20
1E841693;28.08.2023;APS06010;Azr;20
1E841693;28.08.2023;APS06010;Azr;20
422101B4;28.08.2023;285W0024-1B;ALR;4
1F9B1196;29.08.2023;Z312H2000110;Yam;1
00FDF0A8;29.08.2023;2670136;Yaka;1
BBF43381;29.08.2023;10037-0750;Win;1
37544891;29.08.2023;930-1000-002;Win;1
0270c69c;29.08.2023;8396-5;Tupak;1
0270c69c;29.08.2023;8396-5;Tupak;1
D7F371CC;29.08.2023;9700-G2A-BF10A;Aport;1
C512F226;29.08.2023;45-0351-6;Aport;1
00CC728F;29.08.2023;63292146-1;Aport;1
88E710B6;30.08.2023;9024-15704-03;Yam;2
930F2294;30.08.2023;6774G010000;Yam;1
F329E3BE;30.08.2023;341E030000;Yam;1
165A4175;30.08.2023;C12850AC02;Yam;1
4CB7CB82;30.08.2023;149A7661-58;Win;2
2E9A9071;30.08.2023;066-01212-0301;Win;1
F8B27AC4;30.08.2023;AR4755-6;Ura;1
7C464983;30.08.2023;C13042BA08;Ura;1
400B0D15;30.08.2023;51154-04;Ura;1
8C7E05FA;30.08.2023;2234320-01-01;Ura;2
1C3E0EF2;30.08.2023;2206400-2;BTC-J;1
6CE1950F;30.08.2023;34600010-28;Azr;2
6CE1950F;30.08.2023;34600010-28;Azr;2
6CE1950F;30.08.2023;34600010-28;Azr;1
6CE1950F;30.08.2023;34600010-28;Azr;1
6CE1950F;30.08.2023;34600010-28;Azr;1
6CE1950F;30.08.2023;34600010-28;Azr;1
6CE1950F;30.08.2023;34600010-28;Azr;2
6CE1950F;30.08.2023;34600010-28;Azr;2
32F0FFC9;30.08.2023;452-0133;AllServ;1
41D4C0AA;31.08.2023;930-2000-010;Win;1
825C3857;31.08.2023;141A4800-2;Win;1
44E397EA;31.08.2023;185A1621-114;Win;2
6CAEC55D;31.08.2023;14330-230;Ura;4
8B00127A;31.08.2023;MR-10042N;Tupak-T;2
B61D1B41;31.08.2023;GC415-3230-1;Tupak;1
3C547CCE;31.08.2023;30086-011;Tupak;1
D10FBD93;31.08.2023;3-1560;RJ;1
FD2FEB43;01.09.2023;802300-14;Yam;1
E0DF275F;01.09.2023;473925;Win;1
A392EA6C;01.09.2023;2279-003-13;Win;1
04DC4FFF;01.09.2023;6774E010000;Ura;2
FE81970E;01.09.2023;C13042AA04;Ura;1
0BD6337B;01.09.2023;1806B0000-01;Ura;2
0BD6337B;01.09.2023;1806B0000-02;Ura;2
B12C2229;01.09.2023;446518-1;Tupak-T;6
8B00127A;01.09.2023;MR-10042N;Tupak-T;2
2A3A2662;01.09.2023;2-7679-2;BR;1
BB2EC9D9;02.09.2023;2313M348-4;Win;2
35024C4D;02.09.2023;2040025-106;Win;1
1C17F4A8;03.09.2023;51090160-1;Win;1
421D14E5;03.09.2023;142-147;Win;1
52CB10D5;03.09.2023;4082499-903;ALR;1
52CB10D5;03.09.2023;4082499-903;ALR;1
F0D73790;04.09.2023;7003974-722;Yaka;1
A23B54EB;04.09.2023;453-5004;Win;1
32F0FFC9;04.09.2023;452-0133;Win;1
24C3CAAA;04.09.2023;1211523-239;Ura;4
F9130417;04.09.2023;SPSA320-10-2-2;Ura;2
B61D1B41;04.09.2023;GC415-3230-1;Tupak-T;1
D30A99CF;04.09.2023;822-1293-033;Tupak;1
AEAEE0CC;04.09.2023;QA08196;SkyAero;2
F7B37379;04.09.2023;S3225-905;SkyAero;10
A4C08BEC;04.09.2023;WE3881767-1;SkyAero;2
4CB44515;04.09.2023;822-1991-002;Seva Style;1
61CC429A;04.09.2023;GK774-0020-3;RJ;2
52E49E82;04.09.2023;BA21741SR-5;RJ;2
32F0FFC9;04.09.2023;452-0133;RJ;1
CEE45810;04.09.2023;GM137-1705-3;RJ;2
05912C93;04.09.2023;MF10-08-01;RJ;1
70D68FD8;04.09.2023;MR-10037N;RJ;1
B12C2229;04.09.2023;446518-1;RJ;6
6CA6A73C;04.09.2023;24E506700G1;RJ;1
CFE9C814;04.09.2023;446617;BR;1
A7F2A43A;04.09.2023;DK120-90;BR;4
DC728BAE;04.09.2023;DK120/90;BR;4
32F0FFC9;04.09.2023;452-0133;BR;2
7BB432BB;04.09.2023;473957-4;BR;1
5ADE93C1;04.09.2023;5A3307-7;BR;4
5DB6511B;04.09.2023;806835-01;BR;2
9C948C5B;04.09.2023;A0696Y;BR;1
9FF85C2A;04.09.2023;BFS24;BR;2
4E596DC2;04.09.2023;266-E5542-00;BR;1
D5B26D95;04.09.2023;2-1457-1;Azr;4
D5B26D95;04.09.2023;2-1457-2;Azr;4
966AD8F8;04.09.2023;2612412-1A;Azr;4
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
06C5631E;04.09.2023;21C1-3-21;ALR;2
0D7C7B30;05.09.2023;RCF6708;Yam;1
FD2FEB43;05.09.2023;802300-14;Yam;1
1F9B1196;05.09.2023;Z312H2000110;Yam;4
0D2B7CAD;05.09.2023;E28180-20-0001;Yam;4
8E8F4531;05.09.2023;30903886;Yam;3
C1696442;05.09.2023;185A1621-115;Win;1
3F051B10;05.09.2023;TY1878-21;VD;1
732AAEDD;05.09.2023;727-1213-03;Ura;2
0DE32714;05.09.2023;4315542;Ura;2
0DE32714;05.09.2023;4315542;Ura;2
96F73445;05.09.2023;MS3367-6-9;RJ;4
37310C59;05.09.2023;1201-01-00;Azr;4
F7B37379;05.09.2023;S3225-905;AvSer;10
DFD0B699;05.09.2023;143A8335-1;ALR;2
6BE0E150;06.09.2023;9651-35-0005;Win;2
FA58EF41;06.09.2023;116A8521-16;Win;1
A7F2A43A;06.09.2023;DK120-90;Win;7
DC728BAE;06.09.2023;DK120/90;Win;7
4E596DC2;06.09.2023;266E5542-00;Win;7
DC728BAE;06.09.2023;DK120/90;Win;7
EAEFD216;06.09.2023;4077880-982;Ura;1
0270c69c;06.09.2023;8396-5;Tupak-T;1
283C4A8F;06.09.2023;979998-2;Seva Style;1
C5511F5A;06.09.2023;650-0100-04;Azr;5
13454626;07.09.2023;14330-350;Yam;1
F25D83A7;07.09.2023;7123-19973-03AB;Wind;1
8691C25A;07.09.2023;810-2042/K;Win;1
8691C25A;07.09.2023;147E5542-00;Win;1
65688888;07.09.2023;1A296-0339;Win;1
422101B4;07.09.2023;285W0024-1B;Win;1
0D2B7CAD;07.09.2023;E28180-20-0006;Win;20
887359CE;07.09.2023;1152464-265;Win;1
b4442357;07.09.2023;47145-247;Ura;2
b4442357;07.09.2023;47145-247;Ura;2
FC643822;07.09.2023;6773E010000;Ura;3
FC643822;07.09.2023;6773F010000;Ura;3
1C571C0F;07.09.2023;9049915-1;SouthA;1
058BD350;07.09.2023;10800C2F;RJ;1
A3EB0514;07.09.2023;5600-9C1A-Y0N;RJ;1
F21151E4;07.09.2023;7014664-902;RJ;3
70D68FD8;07.09.2023;MR-10037N;RJ;3
ED650EDD;07.09.2023;700K53-6010;RJ;1
DE710AFC;07.09.2023;QA07865;RJ;2
AEAEE0CC;07.09.2023;QA08196;RJ;2
7CA28F55;07.09.2023;BA22594R-5;RJ;1
E376F6D0;07.09.2023;21527-2;RJ;1
45E712FA;07.09.2023;S01224;RJ;1
FBFBD36C;07.09.2023;MS24665-153;RJ;20
433AA773;07.09.2023;MS24665-134;RJ;20
1E6081AF;07.09.2023;MS24665-132;RJ;10
566BFDFE;07.09.2023;MS24665-300;RJ;1
C29F1DBC;07.09.2023;16650-101;MBK;1
00E6F522;07.09.2023;P4-01-0021;Azr;5
06C5631E;07.09.2023;21C1-3-21;Azr;5
06C5631E;07.09.2023;21C1-3-21;Azr;5
06C5631E;07.09.2023;7G110-3;Azr;5
06C5631E;07.09.2023;21C1-3-21;Azr;5
06C5631E;07.09.2023;21C1-3-21;Azr;5
FBFBD36C;08.09.2023;MS24665-153;Yam;40
433AA773;08.09.2023;MS24665-134;Yam;40
74895C52;08.09.2023;T-411N1109-14;Wind;1
35024C4D;08.09.2023;2040025-106;Win;1
23E20FD4;08.09.2023;1320A0000-01;Ura;1
B1A7CFC5;08.09.2023;Z014H000333B;Ura;1
72CF1BEF;08.09.2023;AS1591-10-0232A;Azr;12
90F5E1F6;08.09.2023;HG1050AE09;Azr;1
C6BDE16A;09.09.2023;107492-6;Win;1
7BB432BB;09.09.2023;473957-4;Win;4
FFAA0C91;09.09.2023;3881835-1;Ura;1
C08CD13B;09.09.2023;4006719-906;RJ;1
2DB2B893;09.09.2023;E709-01-100;Azr;2
54455261;10.09.2023;761574B;Win;1
27EDFDDC;10.09.2023;2118966-222;Win;1
F2E25CD7;10.09.2023;0123FA2;Win;3
CFE9C814;10.09.2023;446617;Win;25
27A5E982;10.09.2023;446616;Win;24
64B2753F;10.09.2023;071-50026-0300;Ura;2
FAEB8EBE;10.09.2023;071-50026-0400;Ura;2
1753FCBA;10.09.2023;1320A0000-02;Ura;1
1753FCBA;10.09.2023;1320A0000-03;Ura;1
7187158C;10.09.2023;15-0712-12;Ishak;1
A2A01BF8;10.09.2023;5-89355-87;ALR;2
06DBA46D;11.09.2023;C16291AB;Wind;1
6CAEC55D;11.09.2023;14330-230;Wind;1
B3C9D129;11.09.2023;622-5002-207;Wind;1
6E182DAA;11.09.2023;45-0351-3;Win;1
6E182DAA;11.09.2023;45-0351-1;Win;1
6E182DAA;11.09.2023;45-0351-3;Win;1
26ea70cf;11.09.2023;01N65900;Win;20
4FA4F7E7;11.09.2023;C19755BA01;Ura;1
149DD758;11.09.2023;3876237-1;Ura;10
B7952E41;11.09.2023;816603-3;Tupak;1
5DFD803A;11.09.2023;45-0351-2;Ishak;1
5DFD803A;11.09.2023;45-0351-2;Ishak;1
C512F226;11.09.2023;45-0351-6;Ishak;1
8CE1A8FE;11.09.2023;9651-35-0003;Ishak;1
8CE1A8FE;11.09.2023;9651-35-0003;Ishak;1
FBFBD36C;11.09.2023;MS24665-153;Ira;4
0C815F5B;11.09.2023;MS24665-155;Ira;4
EB9B8100;11.09.2023;1659-1;AVMGrup;1
C7AD17DC;11.09.2023;622-9810-016;AVMGrup;1
536BD2AA;11.09.2023;MS24665-302;AllServ;50
E7E1F54F;12.09.2023;S1820516-99;Yam;1
994D5A48;12.09.2023;7002260-722;Yaka;2
28CD6D1B;12.09.2023;254A1150-16;Yaka;1
356643BD;12.09.2023;65C26841-45;Win;1
FB2FA3B8;12.09.2023;149A7661-53;Win;2
387B8921;12.09.2023;902014-01;Win;1
0C25557D;12.09.2023;NP139321-9;UVta;1
0C25557D;12.09.2023;NP139321-9;UVta;1
0C25557D;12.09.2023;NP139321-11;UVta;1
0C25557D;12.09.2023;NP139321-13;UVta;1
0C25557D;12.09.2023;NP139321-9;UVta;1
0C25557D;12.09.2023;NP139321-9;UVta;1
0C25557D;12.09.2023;NP139321-17;UVta;1
0C25557D;12.09.2023;NP139321-9;UVta;1
CD39B6B7;12.09.2023;63543-253-4;Ura;1
20DF8D9B;12.09.2023;2100-1226-02;Ura;1
91838E56;12.09.2023;C12848AA01;Ura;1
8B8BB298;12.09.2023;C12848CA01;Ura;1
86B918D8;12.09.2023;E21327106;Ura;1
86B918D8;12.09.2023;E21327106;Ura;1
B815F557;12.09.2023;2100002-01-048;Smart;2
393C8E6A;12.09.2023;113A3700-8;Smart;2
99DAB708;12.09.2023;200-26604-02;Smart;1
7E3FF062;12.09.2023;822-1465-001;Other;1
74895C52;12.09.2023;T-411N1109-14;Nor;10
793A54D3;12.09.2023;822-1604-101;Nor;2
CA7943EB;12.09.2023;442653;Nor;1
DF9E6078;12.09.2023;7800000-010;Nor;1
0D50CA12;12.09.2023;4141-89-99;MambaJet;1
9140B1B7;12.09.2023;0851HL;MambaJet;2
A53E95A1;12.09.2023;72303166-5;Ishak;1
A53E95A1;12.09.2023;72303166-5;Ishak;1
DBB3689E;12.09.2023;141A4810-37;ALR;1
304B456A;12.09.2023;141A4810-59;ALR;1
DBB3689E;12.09.2023;141A4810-37;ALR;1
304B456A;12.09.2023;141A4810-41;ALR;1
DBB3689E;12.09.2023;141A4810-37;ALR;1
304B456A;12.09.2023;141A4810-53;ALR;1
DBB3689E;12.09.2023;141A4810-37;ALR;1
400B0D15;13.09.2023;51154-04;Yam;1
B2817F6C;13.09.2023;0871DP4;Yam;1
FBF28395;13.09.2023;ACP2788AB04;Yam;1
7630B26A;13.09.2023;1023100-7;Yam;1
53318706;13.09.2023;DMC50-17;Win;3
3F051B10;13.09.2023;TY1878-21;VD;1
77C8A9D7;13.09.2023;HTE190001-2;Ura;2
DD3931F9;13.09.2023;1708897;Ura;2
58694381;13.09.2023;3876271-1;Ura;2
49AF4248;13.09.2023;1326-8043;Smart;2
E9114C09;13.09.2023;129666-3;Smart;3
FBFBD36C;13.09.2023;MS24665-153;Seva Style;400
1043724E;13.09.2023;822-2504-003;RJ;1
B72ED7EF;13.09.2023;A0696;RJ;1
6CAEC55D;13.09.2023;14330-230;RJ;2
785C01FB;13.09.2023;C19298AF05;NVT;1
27181B66;13.09.2023;645405-2;Nor;1
27181B66;13.09.2023;645405-1;Nor;1
26ea70cf;13.09.2023;01N65900;Belka;1
792400EA;13.09.2023;3888058-7;Belka;1
D27480F7;13.09.2023;72303141-1;Belka;1
CB4F0DC2;13.09.2023;05N62123;Belka;1
FC643822;14.09.2023;6773F010000;Yam;1
FC643822;14.09.2023;6773E010000;Yam;1
13454626;14.09.2023;14330-350;Yam;1
88E710B6;14.09.2023;9024-15704-2;Yam;1
FD2FEB43;14.09.2023;802300-14;Yam;1
09C3178F;14.09.2023;C20105000-2;Yam;1
04DC4FFF;14.09.2023;6774E010000;Yam;1
B4071A3C;14.09.2023;664700500A4D;Yam;1
FE81970E;14.09.2023;C13042AA04;Yam;1
BF2EA160;14.09.2023;066-50008-0409;Yam;1
A8AFFA86;14.09.2023;PPC1200-00;Yam;1
D9016E43;14.09.2023;SC4700-5;Yam;1
4EEF6BC9;14.09.2023;CZ9DM6A;Yam;1
05912C93;14.09.2023;MF10-08-01;Yam;2
BEA9D8DE;14.09.2023;8450B3;Yam;1
23E20FD4;14.09.2023;1320A0000-01;Yam;1
A3BB6B36;14.09.2023;8-405-34;UVta;1
CC582A6B;14.09.2023;2R59573001-1;UVta;1
4F245A9C;14.09.2023;1982660116;Ura;1
00C56CA4;14.09.2023;2056C0000-01;Ura;2
FE81970E;14.09.2023;C13042AA04;Ura;1
FE81970E;14.09.2023;C13042AA04;Ura;1
FE81970E;14.09.2023;C13042AA04;Ura;1
0721357E;14.09.2023;3291432-1;Ura;2
83D750EF;14.09.2023;980-6022-001;Ura;1
6A510E8F;14.09.2023;1303A0000-04;Ura;1
A3BB6B36;14.09.2023;8-405-34;Tupak-T;1
A3BB6B36;14.09.2023;8-405-34;Tupak;1
693F598B;14.09.2023;5010520-1;Tupak;1
0546B1C0;14.09.2023;822-1287-101;Smart;1
A845E79B;14.09.2023;113A2172-603;Nor;1
B39CDFFC;14.09.2023;4E3205-12;Nor;4
422101B4;14.09.2023;285W0024-1B;Nor;1
4CEFC6E8;14.09.2023;541674-4;Ishak;1
69622220;14.09.2023;2-1740-1;Belka;1
4A908F69;14.09.2023;2-8020-25;Belka;4
85A398B4;14.09.2023;2-8020-27;Belka;4
4A908F69;14.09.2023;2-8020-25;Belka;4
21950F6A;14.09.2023;2-8020-26;Belka;4
B05C7579;14.09.2023;2-8020-28;Belka;4
4A908F69;14.09.2023;2-8020-25;Belka;4
5DB6511B;14.09.2023;806835-01;Belka;1
F2E25CD7;14.09.2023;0123FA2;Belka;1
BD09BA32;14.09.2023;23080-013A;AVMGrup;1
2562AB11;14.09.2023;100268-1;AlJet;1
